word,count_1996,count_2024,freq_1996,freq_2024,log_ratio_2024_vs_1996
004j,1,0,0.00026144,0.00000000,-0.000261
00a,0,2,0.00000000,0.00000668,0.000007
00b,0,7,0.00000000,0.00002337,0.000023
010a,0,5,0.00000000,0.00001669,0.000017
010b,0,2,0.00000000,0.00000668,0.000007
016b,0,4,0.00000000,0.00001335,0.000013
01a,0,7,0.00000000,0.00002337,0.000023
01l,0,10,0.00000000,0.00003338,0.000033
02a,0,11,0.00000000,0.00003672,0.000037
041a,0,1,0.00000000,0.00000334,0.000003
041b,0,2,0.00000000,0.00000668,0.000007
042j,1,0,0.00026144,0.00000000,-0.000261
060a,0,4,0.00000000,0.00001335,0.000013
061a,0,5,0.00000000,0.00001669,0.000017
062j,1,0,0.00026144,0.00000000,-0.000261
070b,0,3,0.00000000,0.00001001,0.000010
070j,1,0,0.00026144,0.00000000,-0.000261
0911j,0,1,0.00000000,0.00000334,0.000003
0pt,0,1,0.00000000,0.00000334,0.000003
100a,0,106,0.00000000,0.00035383,0.000354
100b,0,69,0.00000000,0.00023032,0.000230
100k,0,2,0.00000000,0.00000668,0.000007
100l,0,8,0.00000000,0.00002670,0.000027
100p,0,29,0.00000000,0.00009680,0.000097
100q,0,29,0.00000000,0.00009680,0.000097
110a,0,2,0.00000000,0.00000668,0.000007
110b,0,3,0.00000000,0.00001001,0.000010
117a,0,2,0.00000000,0.00000668,0.000007
117b,0,2,0.00000000,0.00000668,0.000007
120a,0,1,0.00000000,0.00000334,0.000003
126j,1,0,0.00026144,0.00000000,-0.000261
13th,0,2,0.00000000,0.00000668,0.000007
1400j,0,1,0.00000000,0.00000334,0.000003
14c,0,1,0.00000000,0.00000334,0.000003
14th,0,2,0.00000000,0.00000668,0.000007
15th,0,1,0.00000000,0.00000334,0.000003
16th,0,5,0.00000000,0.00001669,0.000017
1700s,0,1,0.00000000,0.00000334,0.000003
17th,0,9,0.00000000,0.00003004,0.000030
1800s,0,1,0.00000000,0.00000334,0.000003
181a,0,5,0.00000000,0.00001669,0.000017
182a,0,5,0.00000000,0.00001669,0.000017
18th,0,12,0.00000000,0.00004006,0.000040
1900s,0,1,0.00000000,0.00000334,0.000003
1920s,0,4,0.00000000,0.00001335,0.000013
1930s,0,2,0.00000000,0.00000668,0.000007
1940s,0,2,0.00000000,0.00000668,0.000007
1950s,0,4,0.00000000,0.00001335,0.000013
1960s,0,5,0.00000000,0.00001669,0.000017
1970s,0,1,0.00000000,0.00000334,0.000003
1980s,0,3,0.00000000,0.00001001,0.000010
1990s,0,4,0.00000000,0.00001335,0.000013
19th,1,34,0.00026144,0.00011349,-0.000148
1d,0,2,0.00000000,0.00000668,0.000007
1i,2,0,0.00052288,0.00000000,-0.000523
1j,1,0,0.00026144,0.00000000,-0.000261
1st,0,3,0.00000000,0.00001001,0.000010
200a,0,1,0.00000000,0.00000334,0.000003
203j,1,0,0.00026144,0.00000000,-0.000261
20th,2,28,0.00052288,0.00009346,-0.000429
21a,0,19,0.00000000,0.00006342,0.000063
21g,0,572,0.00000000,0.00190933,0.001908
21h,0,36,0.00000000,0.00012017,0.000120
21l,0,61,0.00000000,0.00020362,0.000204
21m,0,118,0.00000000,0.00039388,0.000394
21st,0,27,0.00000000,0.00009013,0.000090
21t,0,54,0.00000000,0.00018025,0.000180
21w,0,88,0.00000000,0.00029374,0.000294
22nm,0,1,0.00000000,0.00000334,0.000003
234j,1,0,0.00026144,0.00000000,-0.000261
235j,1,0,0.00026144,0.00000000,-0.000261
2500j,0,2,0.00000000,0.00000668,0.000007
2600j,0,2,0.00000000,0.00000668,0.000007
281j,1,0,0.00026144,0.00000000,-0.000261
287j,1,0,0.00026144,0.00000000,-0.000261
28a,0,7,0.00000000,0.00002337,0.000023
28b,0,5,0.00000000,0.00001669,0.000017
2n,0,1,0.00000000,0.00000334,0.000003
2nd,0,5,0.00000000,0.00001669,0.000017
3020j,0,1,0.00000000,0.00000334,0.000003
30s,0,1,0.00000000,0.00000334,0.000003
3260j,0,1,0.00000000,0.00000334,0.000003
333j,1,0,0.00026144,0.00000000,-0.000261
336j,1,0,0.00026144,0.00000000,-0.000261
3d,0,22,0.00000000,0.00007344,0.000073
401j,1,0,0.00026144,0.00000000,-0.000261
4041j,0,1,0.00000000,0.00000334,0.000003
40s,0,1,0.00000000,0.00000334,0.000003
4120j,0,3,0.00000000,0.00001001,0.000010
440j,1,0,0.00026144,0.00000000,-0.000261
441j,1,0,0.00026144,0.00000000,-0.000261
4420j,0,1,0.00000000,0.00000334,0.000003
4550j,0,1,0.00000000,0.00000334,0.000003
455j,1,0,0.00026144,0.00000000,-0.000261
465a,0,1,0.00000000,0.00000334,0.000003
465b,0,3,0.00000000,0.00001001,0.000010
4810j,0,6,0.00000000,0.00002003,0.000020
4812j,0,6,0.00000000,0.00002003,0.000020
4830j,0,1,0.00000000,0.00000334,0.000003
4832j,0,2,0.00000000,0.00000668,0.000007
4840j,0,5,0.00000000,0.00001669,0.000017
4842j,0,5,0.00000000,0.00001669,0.000017
4850j,0,3,0.00000000,0.00001001,0.000010
4852j,0,3,0.00000000,0.00001001,0.000010
487a,0,1,0.00000000,0.00000334,0.000003
487b,0,2,0.00000000,0.00000668,0.000007
4880j,0,1,0.00000000,0.00000334,0.000003
492a,0,1,0.00000000,0.00000334,0.000003
492b,0,1,0.00000000,0.00000334,0.000003
494a,0,1,0.00000000,0.00000334,0.000003
494b,0,1,0.00000000,0.00000334,0.000003
4b,0,7,0.00000000,0.00002337,0.000023
4th,0,3,0.00000000,0.00001001,0.000010
50s,0,1,0.00000000,0.00000334,0.000003
5400j,0,1,0.00000000,0.00000334,0.000003
544j,1,0,0.00026144,0.00000000,-0.000261
582j,1,0,0.00026144,0.00000000,-0.000261
5s,0,1,0.00000000,0.00000334,0.000003
5th,0,2,0.00000000,0.00000668,0.000007
60s,0,2,0.00000000,0.00000668,0.000007
620j,1,0,0.00026144,0.00000000,-0.000261
632a,0,2,0.00000000,0.00000668,0.000007
6500j,0,2,0.00000000,0.00000668,0.000007
652j,1,0,0.00026144,0.00000000,-0.000261
661a,0,1,0.00000000,0.00000334,0.000003
662a,0,4,0.00000000,0.00001335,0.000013
662b,0,3,0.00000000,0.00001001,0.000010
665j,1,0,0.00026144,0.00000000,-0.000261
70s,0,1,0.00000000,0.00000334,0.000003
712j,1,0,0.00026144,0.00000000,-0.000261
723a,0,3,0.00000000,0.00001001,0.000010
723b,0,3,0.00000000,0.00001001,0.000010
7740j,0,1,0.00000000,0.00000334,0.000003
776j,1,0,0.00026144,0.00000000,-0.000261
7910j,0,1,0.00000000,0.00000334,0.000003
795j,2,0,0.00052288,0.00000000,-0.000523
7th,0,2,0.00000000,0.00000668,0.000007
80s,0,1,0.00000000,0.00000334,0.000003
8471j,0,2,0.00000000,0.00000668,0.000007
8630j,0,2,0.00000000,0.00000668,0.000007
8700j,0,3,0.00000000,0.00001001,0.000010
8701j,0,3,0.00000000,0.00001001,0.000010
8710j,0,3,0.00000000,0.00001001,0.000010
8711j,0,4,0.00000000,0.00001335,0.000013
8720j,0,2,0.00000000,0.00000668,0.000007
8721j,0,2,0.00000000,0.00000668,0.000007
902a,0,1,0.00000000,0.00000334,0.000003
90s,0,2,0.00000000,0.00000668,0.000007
910a,0,10,0.00000000,0.00003338,0.000033
910b,0,5,0.00000000,0.00001669,0.000017
9110j,0,2,0.00000000,0.00000668,0.000007
9130j,0,2,0.00000000,0.00000668,0.000007
966j,1,0,0.00026144,0.00000000,-0.000261
a02,0,2,0.00000000,0.00000668,0.000007
a03,0,1,0.00000000,0.00000334,0.000003
a10,0,9,0.00000000,0.00003004,0.000030
a305,0,2,0.00000000,0.00000668,0.000007
aardvark,0,1,0.00000000,0.00000334,0.000003
ab,0,6,0.00000000,0.00002003,0.000020
abadie,0,4,0.00000000,0.00001335,0.000013
abandoning,0,2,0.00000000,0.00000668,0.000007
abate,0,4,0.00000000,0.00001335,0.000013
abbanat,0,1,0.00000000,0.00000334,0.000003
abbott,0,2,0.00000000,0.00000668,0.000007
abelian,0,2,0.00000000,0.00000668,0.000007
abelson,0,1,0.00000000,0.00000334,0.000003
aberration,0,4,0.00000000,0.00001335,0.000013
aberrations,0,2,0.00000000,0.00000668,0.000007
abeyaratne,0,11,0.00000000,0.00003672,0.000037
abhijit,0,2,0.00000000,0.00000668,0.000007
abilities,0,20,0.00000000,0.00006676,0.000067
ability,0,65,0.00000000,0.00021697,0.000217
abjection,0,1,0.00000000,0.00000334,0.000003
abl,0,6,0.00000000,0.00002003,0.000020
abl1,0,1,0.00000000,0.00000334,0.000003
ablative,0,1,0.00000000,0.00000334,0.000003
able,0,6,0.00000000,0.00002003,0.000020
abnormal,0,5,0.00000000,0.00001669,0.000017
aboard,0,2,0.00000000,0.00000668,0.000007
abolition,0,1,0.00000000,0.00000334,0.000003
abortion,0,1,0.00000000,0.00000334,0.000003
about,1,222,0.00026144,0.00074103,0.000479
above,0,7,0.00000000,0.00002337,0.000023
abraham,0,5,0.00000000,0.00001669,0.000017
abreu,0,2,0.00000000,0.00000668,0.000007
abroad,0,29,0.00000000,0.00009680,0.000097
absence,0,2,0.00000000,0.00000668,0.000007
absolute,0,2,0.00000000,0.00000668,0.000007
absorb,0,2,0.00000000,0.00000668,0.000007
absorbed,0,1,0.00000000,0.00000334,0.000003
absorbing,0,1,0.00000000,0.00000334,0.000003
absorption,0,23,0.00000000,0.00007677,0.000077
abstract,0,25,0.00000000,0.00008345,0.000083
abstraction,0,10,0.00000000,0.00003338,0.000033
abstractions,0,2,0.00000000,0.00000668,0.000007
abstracts,0,1,0.00000000,0.00000334,0.000003
abundance,0,2,0.00000000,0.00000668,0.000007
abuse,0,4,0.00000000,0.00001335,0.000013
abuses,0,2,0.00000000,0.00000668,0.000007
abyssal,0,1,0.00000000,0.00000334,0.000003
ac,0,4,0.00000000,0.00001335,0.000013
aca,0,2,0.00000000,0.00000668,0.000007
acad,12,1758,0.00313725,0.00586818,0.002719
academia,0,35,0.00000000,0.00011683,0.000117
academic,0,244,0.00000000,0.00081447,0.000814
academics,0,2,0.00000000,0.00000668,0.000007
academy,0,1,0.00000000,0.00000334,0.000003
accelerate,0,11,0.00000000,0.00003672,0.000037
accelerated,0,19,0.00000000,0.00006342,0.000063
accelerating,0,6,0.00000000,0.00002003,0.000020
acceleration,0,11,0.00000000,0.00003672,0.000037
accelerator,0,4,0.00000000,0.00001335,0.000013
accelerators,0,7,0.00000000,0.00002337,0.000023
accelerometers,0,3,0.00000000,0.00001001,0.000010
accentual,0,2,0.00000000,0.00000668,0.000007
acceptable,0,1,0.00000000,0.00000334,0.000003
accepted,0,5,0.00000000,0.00001669,0.000017
accepting,0,1,0.00000000,0.00000334,0.000003
access,0,32,0.00000000,0.00010682,0.000107
accessibility,0,7,0.00000000,0.00002337,0.000023
accessible,0,5,0.00000000,0.00001669,0.000017
accessing,0,1,0.00000000,0.00000334,0.000003
accident,0,3,0.00000000,0.00001001,0.000010
accolades,0,1,0.00000000,0.00000334,0.000003
accommodate,0,3,0.00000000,0.00001001,0.000010
accompanied,0,4,0.00000000,0.00001335,0.000013
accompanies,0,1,0.00000000,0.00000334,0.000003
accompaniment,0,7,0.00000000,0.00002337,0.000023
accompany,0,3,0.00000000,0.00001001,0.000010
accompanying,0,2,0.00000000,0.00000668,0.000007
accomplish,0,4,0.00000000,0.00001335,0.000013
accomplished,0,20,0.00000000,0.00006676,0.000067
accomplishment,1,5,0.00026144,0.00001669,-0.000245
accomplishments,0,2,0.00000000,0.00000668,0.000007
accordance,0,4,0.00000000,0.00001335,0.000013
according,0,8,0.00000000,0.00002670,0.000027
accords,0,1,0.00000000,0.00000334,0.000003
account,0,10,0.00000000,0.00003338,0.000033
accountability,0,4,0.00000000,0.00001335,0.000013
accountable,0,1,0.00000000,0.00000334,0.000003
accountant,0,2,0.00000000,0.00000668,0.000007
accounting,3,46,0.00078431,0.00015355,-0.000630
accounts,0,14,0.00000000,0.00004673,0.000047
accreting,0,3,0.00000000,0.00001001,0.000010
accretion,0,8,0.00000000,0.00002670,0.000027
accretionalry,0,1,0.00000000,0.00000334,0.000003
accumulate,0,1,0.00000000,0.00000334,0.000003
accumulated,0,1,0.00000000,0.00000334,0.000003
accumulation,0,2,0.00000000,0.00000668,0.000007
accuracy,0,24,0.00000000,0.00008011,0.000080
accurate,0,8,0.00000000,0.00002670,0.000027
accurately,0,1,0.00000000,0.00000334,0.000003
acemoglu,0,4,0.00000000,0.00001335,0.000013
achaemenid,0,1,0.00000000,0.00000334,0.000003
achieve,0,32,0.00000000,0.00010682,0.000107
achieved,0,5,0.00000000,0.00001669,0.000017
achievement,0,1,0.00000000,0.00000334,0.000003
achievements,0,2,0.00000000,0.00000668,0.000007
achieves,0,1,0.00000000,0.00000334,0.000003
achieving,0,11,0.00000000,0.00003672,0.000037
acid,0,14,0.00000000,0.00004673,0.000047
acidification,0,1,0.00000000,0.00000334,0.000003
acids,0,13,0.00000000,0.00004339,0.000043
acocella,0,5,0.00000000,0.00001669,0.000017
acoustic,0,30,0.00000000,0.00010014,0.000100
acoustical,0,7,0.00000000,0.00002337,0.000023
acoustics,3,26,0.00078431,0.00008679,-0.000697
acousto,0,2,0.00000000,0.00000668,0.000007
acquainted,0,1,0.00000000,0.00000334,0.000003
acquainting,0,2,0.00000000,0.00000668,0.000007
acquaints,0,2,0.00000000,0.00000668,0.000007
acquire,0,15,0.00000000,0.00005007,0.000050
acquired,0,12,0.00000000,0.00004006,0.000040
acquiring,0,2,0.00000000,0.00000668,0.000007
acquisition,0,58,0.00000000,0.00019360,0.000194
acquisitions,1,7,0.00026144,0.00002337,-0.000238
acropolis,0,1,0.00000000,0.00000334,0.000003
across,1,142,0.00026144,0.00047399,0.000212
acrylamide,0,2,0.00000000,0.00000668,0.000007
act,0,16,0.00000000,0.00005341,0.000053
acted,0,2,0.00000000,0.00000668,0.000007
acting,0,22,0.00000000,0.00007344,0.000073
action,1,82,0.00026144,0.00027371,0.000012
actionable,0,3,0.00000000,0.00001001,0.000010
actions,0,22,0.00000000,0.00007344,0.000073
activated,0,2,0.00000000,0.00000668,0.000007
activation,0,6,0.00000000,0.00002003,0.000020
active,1,72,0.00026144,0.00024033,-0.000021
actively,0,5,0.00000000,0.00001669,0.000017
activism,0,18,0.00000000,0.00006008,0.000060
activist,0,2,0.00000000,0.00000668,0.000007
activists,0,5,0.00000000,0.00001669,0.000017
activites,0,2,0.00000000,0.00000668,0.000007
activities,2,129,0.00052288,0.00043060,-0.000092
activity,0,37,0.00000000,0.00012351,0.000123
actor,0,20,0.00000000,0.00006676,0.000067
actors,0,18,0.00000000,0.00006008,0.000060
acts,0,4,0.00000000,0.00001335,0.000013
actual,0,13,0.00000000,0.00004339,0.000043
actually,0,2,0.00000000,0.00000668,0.000007
actuation,0,2,0.00000000,0.00000668,0.000007
actuator,0,4,0.00000000,0.00001335,0.000013
actuators,0,12,0.00000000,0.00004006,0.000040
acute,0,2,0.00000000,0.00000668,0.000007
ad,0,46,0.00000000,0.00015355,0.000154
adalsteinsson,0,1,0.00000000,0.00000334,0.000003
adam,0,5,0.00000000,0.00001669,0.000017
adams,0,1,0.00000000,0.00000334,0.000003
adapt,0,6,0.00000000,0.00002003,0.000020
adaptability,0,1,0.00000000,0.00000334,0.000003
adaptation,1,29,0.00026144,0.00009680,-0.000165
adaptations,0,8,0.00000000,0.00002670,0.000027
adapted,1,9,0.00026144,0.00003004,-0.000231
adapting,0,8,0.00000000,0.00002670,0.000027
adaptions,0,1,0.00000000,0.00000334,0.000003
adaptive,2,17,0.00052288,0.00005675,-0.000466
adaptivity,0,1,0.00000000,0.00000334,0.000003
add,0,11,0.00000000,0.00003672,0.000037
added,0,3,0.00000000,0.00001001,0.000010
addedof,1,0,0.00026144,0.00000000,-0.000261
addiction,0,5,0.00000000,0.00001669,0.000017
adding,0,1,0.00000000,0.00000334,0.000003
addition,0,35,0.00000000,0.00011683,0.000117
additional,0,794,0.00000000,0.00265036,0.002647
additionally,0,12,0.00000000,0.00004006,0.000040
additive,0,13,0.00000000,0.00004339,0.000043
address,1,73,0.00026144,0.00024367,-0.000018
addressable,0,4,0.00000000,0.00001335,0.000013
addressed,0,25,0.00000000,0.00008345,0.000083
addresses,0,126,0.00000000,0.00042059,0.000420
addressing,0,33,0.00000000,0.00011015,0.000110
adds,0,1,0.00000000,0.00000334,0.000003
adeles,0,1,0.00000000,0.00000334,0.000003
adelson,0,2,0.00000000,0.00000668,0.000007
adequacy,0,2,0.00000000,0.00000668,0.000007
adequate,0,2,0.00000000,0.00000668,0.000007
adequately,0,3,0.00000000,0.00001001,0.000010
adhere,0,2,0.00000000,0.00000668,0.000007
adhesion,0,8,0.00000000,0.00002670,0.000027
adhesive,0,1,0.00000000,0.00000334,0.000003
adic,0,2,0.00000000,0.00000668,0.000007
adichie,0,1,0.00000000,0.00000334,0.000003
adiga,0,1,0.00000000,0.00000334,0.000003
adjoint,0,6,0.00000000,0.00002003,0.000020
adjoints,0,1,0.00000000,0.00000334,0.000003
adjusted,0,1,0.00000000,0.00000334,0.000003
adjusting,0,2,0.00000000,0.00000668,0.000007
adjustment,0,1,0.00000000,0.00000334,0.000003
adjustments,0,1,0.00000000,0.00000334,0.000003
adjuvants,0,4,0.00000000,0.00001335,0.000013
administration,0,5,0.00000000,0.00001669,0.000017
administrative,0,4,0.00000000,0.00001335,0.000013
administrator,0,5,0.00000000,0.00001669,0.000017
administrators,0,1,0.00000000,0.00000334,0.000003
admission,0,18,0.00000000,0.00006008,0.000060
admissions,0,1,0.00000000,0.00000334,0.000003
admittance,0,9,0.00000000,0.00003004,0.000030
admitted,0,2,0.00000000,0.00000668,0.000007
adobe,0,2,0.00000000,0.00000668,0.000007
adopt,0,2,0.00000000,0.00000668,0.000007
adopted,0,3,0.00000000,0.00001001,0.000010
adoption,0,14,0.00000000,0.00004673,0.000047
adopts,0,1,0.00000000,0.00000334,0.000003
adsorbates,0,2,0.00000000,0.00000668,0.000007
adsorption,1,14,0.00026144,0.00004673,-0.000215
adult,0,3,0.00000000,0.00001001,0.000010
adults,0,6,0.00000000,0.00002003,0.000020
advance,0,15,0.00000000,0.00005007,0.000050
advanced,47,691,0.01228758,0.00230655,-0.009909
advancement,0,3,0.00000000,0.00001001,0.000010
advancements,0,6,0.00000000,0.00002003,0.000020
advances,0,53,0.00000000,0.00017691,0.000177
advancing,0,10,0.00000000,0.00003338,0.000033
advantage,0,30,0.00000000,0.00010014,0.000100
advantages,1,11,0.00026144,0.00003672,-0.000225
advection,0,2,0.00000000,0.00000668,0.000007
advective,0,1,0.00000000,0.00000334,0.000003
advent,0,5,0.00000000,0.00001669,0.000017
adventures,0,1,0.00000000,0.00000334,0.000003
adversarial,0,3,0.00000000,0.00001001,0.000010
adverse,0,4,0.00000000,0.00001335,0.000013
adversely,0,2,0.00000000,0.00000668,0.000007
advertising,1,22,0.00026144,0.00007344,-0.000188
advice,0,9,0.00000000,0.00003004,0.000030
advised,0,2,0.00000000,0.00000668,0.000007
advisee,0,3,0.00000000,0.00001001,0.000010
advising,1,3,0.00026144,0.00001001,-0.000251
advisor,0,141,0.00000000,0.00047066,0.000471
advisors,0,6,0.00000000,0.00002003,0.000020
advocacy,0,4,0.00000000,0.00001335,0.000013
advocate,0,3,0.00000000,0.00001001,0.000010
advocated,0,2,0.00000000,0.00000668,0.000007
advocates,0,1,0.00000000,0.00000334,0.000003
advocating,0,1,0.00000000,0.00000334,0.000003
aeneid,0,1,0.00000000,0.00000334,0.000003
aerial,0,2,0.00000000,0.00000668,0.000007
aeroastro,0,6,0.00000000,0.00002003,0.000020
aerobic,0,2,0.00000000,0.00000668,0.000007
aerodynamic,0,7,0.00000000,0.00002337,0.000023
aerodynamics,2,7,0.00052288,0.00002337,-0.000499
aeroelasticity,1,0,0.00026144,0.00000000,-0.000261
aeronautical,0,1,0.00000000,0.00000334,0.000003
aeronautics,2,39,0.00052288,0.00013018,-0.000393
aerosol,0,8,0.00000000,0.00002670,0.000027
aerosols,0,4,0.00000000,0.00001335,0.000013
aerospace,5,66,0.00130719,0.00022031,-0.001086
aerothermodynamics,0,2,0.00000000,0.00000668,0.000007
aesthetic,0,33,0.00000000,0.00011015,0.000110
aesthetics,0,31,0.00000000,0.00010348,0.000103
affairs,0,15,0.00000000,0.00005007,0.000050
affect,0,36,0.00000000,0.00012017,0.000120
affected,0,16,0.00000000,0.00005341,0.000053
affecting,0,8,0.00000000,0.00002670,0.000027
affective,0,4,0.00000000,0.00001335,0.000013
affects,0,11,0.00000000,0.00003672,0.000037
affiliated,0,4,0.00000000,0.00001335,0.000013
affiliates,0,1,0.00000000,0.00000334,0.000003
affiliation,0,1,0.00000000,0.00000334,0.000003
affine,0,1,0.00000000,0.00000334,0.000003
affinities,0,2,0.00000000,0.00000668,0.000007
affinity,0,1,0.00000000,0.00000334,0.000003
affordability,0,5,0.00000000,0.00001669,0.000017
affordable,0,8,0.00000000,0.00002670,0.000027
afghanistan,0,1,0.00000000,0.00000334,0.000003
afm,0,1,0.00000000,0.00000334,0.000003
aforementioned,0,2,0.00000000,0.00000668,0.000007
africa,1,66,0.00026144,0.00022031,-0.000041
african,0,33,0.00000000,0.00011015,0.000110
africans,0,4,0.00000000,0.00001335,0.000013
afropop,0,1,0.00000000,0.00000334,0.000003
afrotc,0,4,0.00000000,0.00001335,0.000013
after,0,53,0.00000000,0.00017691,0.000177
afterlives,0,2,0.00000000,0.00000668,0.000007
afu,1,0,0.00026144,0.00000000,-0.000261
aga,0,2,0.00000000,0.00000668,0.000007
again,0,1,0.00000000,0.00000334,0.000003
against,0,23,0.00000000,0.00007677,0.000077
agape,0,2,0.00000000,0.00000668,0.000007
agarose,0,1,0.00000000,0.00000334,0.000003
agarwal,0,6,0.00000000,0.00002003,0.000020
age,0,41,0.00000000,0.00013686,0.000137
agencies,0,20,0.00000000,0.00006676,0.000067
agency,0,14,0.00000000,0.00004673,0.000047
agenda,1,1,0.00026144,0.00000334,-0.000258
agendas,0,3,0.00000000,0.00001001,0.000010
agent,0,3,0.00000000,0.00001001,0.000010
agentic,0,1,0.00000000,0.00000334,0.000003
agents,0,19,0.00000000,0.00006342,0.000063
ages,0,7,0.00000000,0.00002337,0.000023
agglomeration,0,1,0.00000000,0.00000334,0.000003
aggregate,1,3,0.00026144,0.00001001,-0.000251
aggregated,0,2,0.00000000,0.00000668,0.000007
aggregates,0,1,0.00000000,0.00000334,0.000003
aggressive,0,1,0.00000000,0.00000334,0.000003
aggressively,0,1,0.00000000,0.00000334,0.000003
agile,0,3,0.00000000,0.00001001,0.000010
agility,0,1,0.00000000,0.00000334,0.000003
aging,0,19,0.00000000,0.00006342,0.000063
agitation,0,4,0.00000000,0.00001335,0.000013
ago,0,6,0.00000000,0.00002003,0.000020
agora,0,1,0.00000000,0.00000334,0.000003
agrarian,0,3,0.00000000,0.00001001,0.000010
agrawal,0,2,0.00000000,0.00000668,0.000007
agreed,0,1,0.00000000,0.00000334,0.000003
agreement,0,4,0.00000000,0.00001335,0.000013
agreements,0,18,0.00000000,0.00006008,0.000060
agricultural,0,6,0.00000000,0.00002003,0.000020
agriculture,0,26,0.00000000,0.00008679,0.000087
agroecology,0,2,0.00000000,0.00000668,0.000007
agu,0,1,0.00000000,0.00000334,0.000003
ahead,0,1,0.00000000,0.00000334,0.000003
ahmed,0,3,0.00000000,0.00001001,0.000010
ai,0,104,0.00000000,0.00034715,0.000347
aid,0,19,0.00000000,0.00006342,0.000063
aided,2,9,0.00052288,0.00003004,-0.000493
aiding,0,1,0.00000000,0.00000334,0.000003
aids,0,8,0.00000000,0.00002670,0.000027
aikawa,0,9,0.00000000,0.00003004,0.000030
aim,0,12,0.00000000,0.00004006,0.000040
aimed,0,19,0.00000000,0.00006342,0.000063
aiming,0,12,0.00000000,0.00004006,0.000040
aims,0,67,0.00000000,0.00022364,0.000224
air,5,68,0.00130719,0.00022698,-0.001079
aircraft,3,30,0.00078431,0.00010014,-0.000684
airflow,0,1,0.00000000,0.00000334,0.000003
airfoil,0,3,0.00000000,0.00001001,0.000010
airfoils,0,2,0.00000000,0.00000668,0.000007
aiyar,0,4,0.00000000,0.00001335,0.000013
ajemian,0,6,0.00000000,0.00002003,0.000020
akhmatova,0,1,0.00000000,0.00000334,0.000003
akinc,0,2,0.00000000,0.00000668,0.000007
akinwande,0,1,0.00000000,0.00000334,0.000003
akiva,0,2,0.00000000,0.00000668,0.000007
akpia,0,2,0.00000000,0.00000668,0.000007
aksamija,0,33,0.00000000,0.00011015,0.000110
akula,0,9,0.00000000,0.00003004,0.000030
akylas,0,1,0.00000000,0.00000334,0.000003
al,1,2,0.00026144,0.00000668,-0.000255
alamo,0,2,0.00000000,0.00000668,0.000007
alan,0,1,0.00000000,0.00000334,0.000003
alaska,0,2,0.00000000,0.00000668,0.000007
albert,0,1,0.00000000,0.00000334,0.000003
albright,0,4,0.00000000,0.00001335,0.000013
album,0,2,0.00000000,0.00000668,0.000007
albums,0,1,0.00000000,0.00000334,0.000003
alcohol,0,1,0.00000000,0.00000334,0.000003
aleatoric,0,1,0.00000000,0.00000334,0.000003
alembert,0,1,0.00000000,0.00000334,0.000003
alerting,0,1,0.00000000,0.00000334,0.000003
alertness,0,2,0.00000000,0.00000668,0.000007
alessandro,0,3,0.00000000,0.00001001,0.000010
alexander,0,14,0.00000000,0.00004673,0.000047
alexandrov,0,1,0.00000000,0.00000334,0.000003
alexie,0,1,0.00000000,0.00000334,0.000003
algae,0,1,0.00000000,0.00000334,0.000003
algebra,9,83,0.00235294,0.00027705,-0.002073
algebraic,6,39,0.00156863,0.00013018,-0.001437
algebraically,0,2,0.00000000,0.00000668,0.000007
algebras,2,20,0.00052288,0.00006676,-0.000456
alger,0,1,0.00000000,0.00000334,0.000003
algiers,0,1,0.00000000,0.00000334,0.000003
algorithm,1,15,0.00026144,0.00005007,-0.000211
algorithmic,1,37,0.00026144,0.00012351,-0.000138
algorithms,1,168,0.00026144,0.00056078,0.000299
alice,0,1,0.00000000,0.00000334,0.000003
alien,0,2,0.00000000,0.00000668,0.000007
alienate,0,2,0.00000000,0.00000668,0.000007
alienation,0,2,0.00000000,0.00000668,0.000007
align,0,3,0.00000000,0.00001001,0.000010
alignment,0,8,0.00000000,0.00002670,0.000027
aligns,0,1,0.00000000,0.00000334,0.000003
alimagham,0,4,0.00000000,0.00001335,0.000013
alive,0,2,0.00000000,0.00000668,0.000007
alkalinity,0,2,0.00000000,0.00000668,0.000007
all,0,118,0.00000000,0.00039388,0.000394
allanore,0,14,0.00000000,0.00004673,0.000047
allende,0,1,0.00000000,0.00000334,0.000003
alleviation,0,1,0.00000000,0.00000334,0.000003
alley,0,1,0.00000000,0.00000334,0.000003
alliance,0,1,0.00000000,0.00000334,0.000003
alliances,0,1,0.00000000,0.00000334,0.000003
allied,0,2,0.00000000,0.00000668,0.000007
allocate,0,3,0.00000000,0.00001001,0.000010
allocated,0,1,0.00000000,0.00000334,0.000003
allocation,0,10,0.00000000,0.00003338,0.000033
allomorphy,0,1,0.00000000,0.00000334,0.000003
allosteric,0,1,0.00000000,0.00000334,0.000003
allotment,0,1,0.00000000,0.00000334,0.000003
allotropic,0,1,0.00000000,0.00000334,0.000003
allow,0,23,0.00000000,0.00007677,0.000077
allowable,0,1,0.00000000,0.00000334,0.000003
allowables,0,4,0.00000000,0.00001335,0.000013
allowed,0,2,0.00000000,0.00000668,0.000007
allowing,0,5,0.00000000,0.00001669,0.000017
allows,0,21,0.00000000,0.00007010,0.000070
alloy,0,9,0.00000000,0.00003004,0.000030
alloyed,0,4,0.00000000,0.00001335,0.000013
alloys,0,15,0.00000000,0.00005007,0.000050
alm,0,7,0.00000000,0.00002337,0.000023
